title,authors,year,keywords,document_type,source,source_file,doi,journal,document_type_enhanced,repository
Naturally decision intelligence: Perfect algorithm generated by the hypothetical and synchronizing model for life system,Kaneko T.,2023,AI; Decision Intelligence; decision making; digital decisioning; LYEE theory; ML; risk management; scenario function,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.3233/IDT-220231,Intelligent Decision Technologies,Article,
Trustworthy and Adaptive AI for Self-Healing Cyber-Physical Systems: A Federated and Explainable Learning Framework,Prajwalasimha S.N.; Saini D.K.J.B.; Kolekar S.; Poorvika N.; Monish L.; Manjula M.,2025,Adaptive Resilience; Explainable AI (XAI); Federated Learning (FL); Self-Healing Cyber-Physical Systems (CPS); Trust Management; Trustworthy Artificial Intelligence (AI),Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ICOIICS67115.2025.11390630,"Proceedings of the 4th International Conference on Intelligent Computing, Information and Control Systems, ICOIICS 2025",Conference paper,
Semantic AI Infrastructure for Sustainable Decision Intelligence,Goyal K.K.,2025,Decision Intelligence; Knowledge Graphs; Responsible AI; Semantic AI; Sustainable Systems,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ICICoS68590.2025.11329920,Proceedings - International Conference on Informatics and Computational Sciences,Conference paper,
FWFA: Fairness-Weighted Federated Aggregation for Privacy-Aware Decision Intelligence,Haripriya R.; Khare N.; Pandey M.; Patel S.; Choudhary J.; Singh D.P.; Solanki S.; Sharma D.,2025,collaborative AI; data mining; data privacy; decision making; Federated learning; machine learning; responsible AI,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ACCESS.2025.3587344,IEEE Access,Article,
Parallel Theaters in CPSS: From Shadows of ISDOS to Intelligence of Decision Theaters,Ni Q.; Viktoria B.; Lin F.; Huang J.; Kovacs L.; Zheng N.; Wang F.-Y.,2025,,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/JAS.2025.125567,IEEE/CAA Journal of Automatica Sinica,Article,
Performance Evaluation of Containerization and Virtualization in Hybrid Cloud Platforms,Rajasekaran S.; Kaur S.; Sujitha R.; Pathak P.; Haldorai A.; Batta U.,2026,Containerization; Deep Learning; Energy Efficiency; Hybrid Cloud Computing; Performance Evaluation; Virtualization,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ICTP67998.2026.11485285,"2026 International Conference on ICT and Photonics, ICTP 2026: Advancing ICT Photonics for a Smarter, Sustainable World - Proceedings",Conference paper,
The Evolving Role of Data Engineering in the AI-Enabled ERP Enterprise: A Capability Maturity Model,Yadav S.; Roy L.,2025,Artificial Intelligence; Context-Aware Learning; Data Engineering; ERP Systems; Knowledge Fabric,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ICTBIG68706.2025.11323541,"2025 IEEE 5th International Conference on ICT in Business Industry and Government, ICTBIG 2025",Conference paper,
Decision Analytics - Interactive Visual Analytics for Knowledge Integration and Decision Intelligence,Ebert D.; Fisher B.; Gaither K.,2025,,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,,Proceedings of the Annual Hawaii International Conference on System Sciences,Conference paper,
Crisis decision-making at the speed of COVID-19: Field report on issuing the first regional shelter-in-place orders in the United States,Aragón T.J.; Cody S.H.; Farnitano C.; Hernandez L.B.; Morrow S.A.; Pan E.S.; Tzvieli O.; Willis M.,2021,COVID-19; crisis decision making; decision intelligence; leadership; meta-leadership; SARS-CoV-2; shelter in place,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1097/PHH.0000000000001292,Journal of Public Health Management and Practice,Article,
Research on the Application and Development Trend of Artificial Intelligence Based Decision Making Intelligence,Sun Q.,2025,data science; decision intelligence; deep learning; human-machine collaboration,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/CAIBDA65784.2025.11183097,"2025 5th International Conference on Artificial Intelligence, Big Data and Algorithms, CAIBDA 2025",Conference paper,
Four Simple Questions: Decision-Centered Risk and Project Management,Haskett W.,2021,,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.2118/205848-MS,SPE Annual Technical Conference Proceedings,Conference paper,
Named Entity Recognition for Smart Grid Operation and Inspection Domain using Attention Mechanism,Zhang L.; Hu E.; Zhou X.; Chen T.; Yang S.; Zhang Y.,2022,Knowledge Graph; Named Entity Recognition; Neural Network; Smart Power Grid,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/MLCR57210.2022.00033,"Proceedings - 2022 International Conference on Machine Learning, Control, and Robotics, MLCR 2022",Conference paper,
Decision intelligence in public health – Dione,Stolk J.; Nyon S.,2017,Bayesian networks; Complex systems; Decision support system; Multi-agent simulation; Public health,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,,"Proceedings - 22nd International Congress on Modelling and Simulation, MODSIM 2017",Conference paper,
P0977 AI-assisted clinical decision intelligence for Emphysematous Pyelonephritis (EPNCDI).,H. Sekar and Reddy R. Yedulla and S. Sriram and G.P. Shivakumar and V. Meyyappan and S. Krishnamoorthy,2026,,Conference Paper,ScienceDirect,lexical-DI-conference-ScienceDirect_citations_1778991350782.bib,https://doi.org/10.1016/S0302-2838(26)01828-2,European Urology,Conference Paper,
A Survey of Exploitation Techniques and Defenses for Program Data Attacks,Ye Wang and Qingbao Li and Zhifeng Chen and Ping Zhang and Guimin Zhang,2020,"Control plane, Data plane, DOP, ROP, Gadget, PDA",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.jnca.2020.102534,Journal of Network and Computer Applications,Review,
Digital twins in healthcare IoT: A systematic review,Md Rafiul Kabir and Fairuz Shadmani Shishir and Sumaiya Shomaji and Sandip Ray,2025,"Digital twin, Internet of things, Healthcare, Simulation",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.hcc.2025.100340,High-Confidence Computing,Review,
The role of artificial intelligence in advancing population-based cancer registration,Shuai Ding and Mingyuan Liu and Hao Wang and Cheng Song and Luyue Zhao and Zhihao Yang and Yue Wang and Yifan Wang and Haitao Cui and Zihao Liu and Dongrun Liu and Tomohiro Matsuda and Megumi Hori and Dimitris Katsimpokis and Gijs Geleijnse and Xavier Farré and David S Morrison and Yaogang Wang and Siwei Zhang and Meicen Liu and Qiushuo Geng and Ling Ni and Kexin Sun and Bingfeng Han and Shaoming Wang and Ru Chen and Li Li and Hiromi Sugiyama and Kyu-Won Jung and Yongyue Wei and Wanqing Chen and Isabelle Soerjomataram and Freddie Bray and Hongmei Zeng and Jie He,2026,"Cancer registration, Artificial intelligence (AI), Machine learning, Deep learning, Generative AI",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.scib.2026.02.012,Science Bulletin,Review,
Comprehensive survey of large models-driving intelligent decision making,Yuanhang Zheng and Tong Wu and Xiangyu Xiao and Zeshui Xu,2025,"Intelligent decision making, Large models, Survey, Interaction, Multi-modal information, Interpretability",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.asoc.2025.113524,Applied Soft Computing,Review,
Agricultural digital twin for smart farming: A review,A. Subeesh and Naveen Chauhan,2026,"Agriculture, Cyber physical systems, Federated learning, Digital twin, Smart agriculture",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.grets.2025.100299,Green Technologies and Sustainability,Review,
Demand response and other demand side management techniques for district heating: A review,Elisa Guelpa and Vittorio Verda,2021,"Demand response, Load shifting, Thermal load management, Demand modification, Peak reduction, District heating network management",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.energy.2020.119440,Energy,Review,
Metasurfaces and their intelligent advances,Jiangtao Lv and Ruizhe Zhang and Qiongchan Gu and Md {Hemayet Uddin,2024,"Metasurfaces, Artificial intelligence, Intelligent designs, Optical neural networks, Nanophotonics",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.matdes.2023.112610,Materials & Design,Review,
Advancing water and resource recovery from brackish water through electrodialysis-based technologies for circular product ecosystems,Shu-Yuan Pan and Jeremiah Mulia Gianto and Yu-I Lin and Hau-Ming Chang,2026,"Circular economy, Selective separation, Bipolar membrane, Electrodeionization, Nutrients, Chemicals",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.desal.2025.119550,Desalination,Review,
Machine learning–enabled intelligent hydrogels: applications and future perspectives,Nan Zhang and Qinghua Meng and Miaomiao Xiao and Luxing Zhou and Hongshuai Leng and Chunyu Bao and Xuequan Feng and Yuanjun Wang,2026,"Hydrogels, Flexible Wearable Sensors, Intelligent Sensor Design, Machine Learning, Data-Driven Material Optimization",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.matdes.2026.116088,Materials & Design,Review,
How are waste management technologies structurally organized and evolving over time?,Mohammad Sabet and Navid Mohammadi,2026,"Waste management, Patent analytics, Social network analysis, Transformer-based embedding, Technology life cycle, TOPSIS, Circular economy",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.jenvman.2026.129600,Journal of Environmental Management,Review,
Mapping the landscape of Artificial intelligence for serious games in Health: An enhanced meta review,Xiya Tao and Nicolás Sáenz-Lechón and Martina Eckert,2025,"Serious games, Artificial intelligence, Machine learning, Exergames, Gamification, Gaming, Adaptation, Personalisation, Individualization, Health, Multimodal data",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.chbr.2025.100696,Computers in Human Behavior Reports,Review,
Emerging perspectives on embodied intelligence in future smart manufacturing,Dan Xia and Pengpeng Xu and Guangjie Han and Jinfang Jiang,2026,"Embodied intelligence, Large multimodal model, Human-in-the-loop interaction, Multi-agent collaboration, Cloud-edge-end collaboration, Smart manufacturing",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.jii.2025.101020,Journal of Industrial Information Integration,Review,
Future aviation jobs: The role of technology in shaping skills and competencies,Manar {Abu Talib,2025,"Aviation jobs, Aviation workforce trends, Aviation technological advancements",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.joitmc.2025.100517,"Journal of Open Innovation: Technology, Market, and Complexity",Review,
"Proactive human–robot collaboration: Mutual-cognitive, predictable, and self-organising perspectives",Shufei Li and Pai Zheng and Sichao Liu and Zuoxu Wang and Xi Vincent Wang and Lianyu Zheng and Lihui Wang,2023,"Human–robot collaboration, Smart manufacturing, Human-centric manufacturing, Industrial Internet-of-Things, Industry 5.0",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.rcim.2022.102510,Robotics and Computer-Integrated Manufacturing,Review,
A systematic analysis of generative artificial intelligence for supply chain transformation,Zied Bahroun and Afef Saihi and Rami As’ad and Moayad Tanash,2026,"Generative artificial intelligence, Supply chain management, Decision support system, Sustainable supply chains, Predictive planning, Digital transformation",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.sca.2025.100188,Supply Chain Analytics,Review,
"Foundation models and intelligent decision-making: Progress, challenges, and perspectives",Jincai Huang and Yongjun Xu and Qi Wang and Qi (Cheems) Wang and Xingxing Liang and Fei Wang and Zhao Zhang and Wei Wei and Boxuan Zhang and Libo Huang and Jingru Chang and Liantao Ma and Ting Ma and Yuxuan Liang and Jie Zhang and Jian Guo and Xuhui Jiang and Xinxin Fan and Zhulin An and Tingting Li and Xuefei Li and Zezhi Shao and Tangwen Qian and Tao Sun and Boyu Diao and Chuanguang Yang and Chenqing Yu and Yiqing Wu and Mengxian Li and Haifeng Zhang and Yongcheng Zeng and Zhicheng Zhang and Zhengqiu Zhu and Yiqin Lv and Aming Li and Xu Chen and Bo An and Wei Xiao and Chenguang Bai and Yuxing Mao and Zhigang Yin and Sheng Gui and Wentao Su and Yinghao Zhu and Junyi Gao and Xinyu He and Yizhou Li and Guangyin Jin and Xiang Ao and Xuehao Zhai and Haoran Tan and Lijun Yun and Hongquan Shi and Jun Li and Changjun Fan and Kuihua Huang and Ewen Harrison and Victor C.M. Leung and Sihang Qiu and Yanjie Dong and Xiaolong Zheng and Gang Wang and Yu Zheng and Yuanzhuo Wang and Jiafeng Guo and Lizhe Wang and Xueqi Cheng and Yaonan Wang and Shanlin Yang and Mengyin Fu and Aiguo Fei,2025,"artificial intelligence, intelligent decision-making, foundation models, agent, large language model",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.xinn.2025.100948,The Innovation,Review,
Genealogy of construction robotics,Tingpeng Wang and Chao Mao and Bing Sun and Zhiqiang Li,2024,"Construction robotic, Genealogy, Timeline, Life cycle, Functional features",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.autcon.2024.105607,Automation in Construction,Review,
"Unmanned aerial vehicles (UAVs) for smart agriculture with machine learning: A system-oriented review of methods, applications, and challenges",Md. Najmul Mowla and Neazmul Mowla and Safat Rahman Chowdhury and Khaled M. Rabie and Thokozani Shongwe,2026,"Unmanned aerial vehicles, Machine learning, Smart agriculture, Remote sensing, Edge computing",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.atech.2026.101880,Smart Agricultural Technology,Review,
Recent research and development status of laser cladding: A review,Lida Zhu and Pengsheng Xue and Qing Lan and Guiru Meng and Yuan Ren and Zhichao Yang and Peihua Xu and Zhe Liu,2021,"Laser cladding, Parameter optimization, High-entropy alloys, Material systems, Functional coating, Development tendency",Review,ScienceDirect,lexical-DI-review-ScienceDirect_citations_1778991307123.bib,https://doi.org/10.1016/j.optlastec.2021.106915,Optics & Laser Technology,Review,
